"","NGenes","Direction","PValue","FDR"
"BIOCARTA_IL5_PATHWAY",11,"Up",0.413968052246613,0.924277760288801
"REACTOME_SIGNALING_BY_ACTIVIN",12,"Up",0.414197586013937,0.924416744876017
"BLUM_RESPONSE_TO_SALIRASIB_UP",305,"Up",0.414946838771564,0.92519574868949
"HARRIS_HYPOXIA",122,"Up",0.415082259964462,0.92519574868949
"LEE_LIVER_CANCER_MYC_TGFA_UP",79,"Up",0.415203435513701,0.92519574868949
"LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN",70,"Up",0.415375816456552,0.92519574868949
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP",265,"Down",0.415552347228794,0.92519574868949
"OHGUCHI_LIVER_HNF4A_TARGETS_DN",161,"Down",0.415864073155859,0.92519574868949
"REACTOME_PD_1_SIGNALING",16,"Down",0.415932287232274,0.92519574868949
"MIKKELSEN_MCV6_HCP_WITH_H3K27ME3",451,"Down",0.416183683503765,0.92519574868949
"ROZANOV_MMP14_TARGETS_DN",44,"Down",0.416346210088243,0.92519574868949
"OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP",92,"Up",0.41635163028933,0.92519574868949
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS",13,"Down",0.416388314692501,0.92519574868949
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",321,"Up",0.416815641071804,0.925773003441635
"NAKAMURA_METASTASIS",53,"Up",0.417297828213697,0.926184204046109
"PID_RB_1PATHWAY",80,"Up",0.417335987708073,0.926184204046109
"REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM",9,"Up",0.417927660939647,0.927124951566636
"BIOCARTA_TCAPOPTOSIS_PATHWAY",9,"Up",0.41811719523986,0.927173202606526
"TSAI_RESPONSE_TO_RADIATION_THERAPY",62,"Up",0.418843851708882,0.928032209967345
"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP",114,"Up",0.419115179437204,0.928032209967345
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2",18,"Up",0.419293380776664,0.928032209967345
"CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_UP",14,"Down",0.419294399798935,0.928032209967345
"TAKAO_RESPONSE_TO_UVB_RADIATION_DN",142,"Up",0.419505834979834,0.928032209967345
"REACTOME_ACTIVATION_OF_RAC1",16,"Down",0.419512207835401,0.928032209967345
"ISHIKAWA_STING_SIGNALING",8,"Down",0.419954392167612,0.928294162158485
"DING_LUNG_CANCER_MUTATED_SIGNIFICANTLY",52,"Down",0.420057761859198,0.928294162158485
"PID_ALK2_PATHWAY",11,"Down",0.420134581896194,0.928294162158485
"NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP",108,"Up",0.420720350509576,0.928413034290797
"REACTOME_SIGNALING_BY_NODAL",17,"Down",0.420733815547118,0.928413034290797
"TSAI_DNAJB4_TARGETS_DN",8,"Up",0.420896594367719,0.928413034290797
"LIU_PROSTATE_CANCER_UP",146,"Up",0.421051477972444,0.928413034290797
"WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_UP",21,"Up",0.421079723891682,0.928413034290797
"DORN_ADENOVIRUS_INFECTION_24HR_UP",14,"Up",0.421196430866274,0.928413034290797
"REACTOME_REGULATION_OF_INSULIN_SECRETION",100,"Down",0.421524995676734,0.928766796694431
"ABBUD_LIF_SIGNALING_1_DN",42,"Down",0.421718574711679,0.928822974833295
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS",9,"Down",0.421960820165521,0.928973904613042
"BIOCARTA_IL22BP_PATHWAY",10,"Down",0.422123321477262,0.928973904613042
"IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN",72,"Down",0.422568522613378,0.929583461768123
"PID_NCADHERIN_PATHWAY",65,"Down",0.422878475753685,0.929825860986347
"YIH_RESPONSE_TO_ARSENITE_C4",23,"Down",0.423072776387403,0.929825860986347
"BILD_MYC_ONCOGENIC_SIGNATURE",301,"Up",0.423214009606106,0.929825860986347
"REACTOME_CILIUM_ASSEMBLY",227,"Up",0.423351767325669,0.929825860986347
"HOUSTIS_ROS",39,"Up",0.423702100306357,0.929875074188847
"XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR",28,"Down",0.423841308474512,0.929875074188847
"KRISHNAN_FURIN_TARGETS_DN",15,"Down",0.423878992378159,0.929875074188847
"HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_UP",38,"Up",0.424176522765695,0.92988455920025
"GERY_CEBP_TARGETS",217,"Up",0.424290054109352,0.92988455920025
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",20,"Down",0.424597639793754,0.92988455920025
"IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_DN",12,"Up",0.424661266901907,0.92988455920025
"REACTOME_APOPTOTIC_EXECUTION_PHASE",72,"Up",0.424724688277494,0.92988455920025
"ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP",50,"Up",0.425092171401081,0.930320530361337
"BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_CIS",172,"Up",0.425387051530677,0.930597326507729
"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_DN",23,"Up",0.425885884059427,0.931319903170713
"REACTOME_SIGNAL_AMPLIFICATION",32,"Up",0.427084592831182,0.932710732762807
"BARRIER_COLON_CANCER_RECURRENCE_DN",25,"Down",0.427323092501483,0.932710732762807
"IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN",171,"Down",0.427350891828116,0.932710732762807
"ELVIDGE_HIF1A_TARGETS_UP",82,"Up",0.427496796796876,0.932710732762807
"PID_CD8_TCR_DOWNSTREAM_PATHWAY",68,"Down",0.427643805917939,0.932710732762807
"WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP",85,"Down",0.428031924603866,0.932710732762807
"CHIARETTI_T_ALL_REFRACTORY_TO_THERAPY",52,"Up",0.428227137303511,0.932710732762807
"PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_DN",14,"Up",0.428602481345457,0.932710732762807
"WONG_ENDOMETRIAL_CANCER_LATE",14,"Up",0.42861827119672,0.932710732762807
"KANG_IMMORTALIZED_BY_TERT_UP",151,"Up",0.428980444924599,0.932710732762807
"NABA_ECM_GLYCOPROTEINS",162,"Down",0.42939380536668,0.932710732762807
"JIANG_AGING_CEREBRAL_CORTEX_UP",53,"Up",0.429515072996363,0.932710732762807
"AMIT_EGF_RESPONSE_120_MCF10A",62,"Up",0.430000680279088,0.932710732762807
"SERVITJA_ISLET_HNF1A_TARGETS_DN",111,"Down",0.430044239829922,0.932710732762807
"YANG_BCL3_TARGETS_DN",10,"Up",0.430114792238238,0.932710732762807
"GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION",19,"Up",0.430147449614479,0.932710732762807
"BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN",96,"Up",0.430189086145666,0.932710732762807
"ROSS_AML_WITH_CBFB_MYH11_FUSION",77,"Up",0.43035184217063,0.932710732762807
"ZHANG_BREAST_CANCER_PROGENITORS_UP",620,"Up",0.43076822634252,0.932710732762807
"RUIZ_TNC_TARGETS_UP",218,"Down",0.431273235999263,0.932710732762807
"MIKKELSEN_ES_ICP_WITH_H3K27ME3",73,"Up",0.431285503528242,0.932710732762807
"AMIT_SERUM_RESPONSE_240_MCF10A",93,"Down",0.431291347779184,0.932710732762807
"ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION",171,"Up",0.431374491987178,0.932710732762807
"BENPORATH_SUZ12_TARGETS",998,"Down",0.431648966358118,0.932710732762807
"ZHENG_IL22_SIGNALING_DN",76,"Down",0.432374311412947,0.932710732762807
"STEARMAN_LUNG_CANCER_EARLY_VS_LATE_UP",169,"Down",0.432407249434615,0.932710732762807
"GENTILE_UV_RESPONSE_CLUSTER_D6",49,"Down",0.432567485348609,0.932710732762807
"SMID_BREAST_CANCER_BASAL_UP",856,"Up",0.432578425041912,0.932710732762807
"KASLER_HDAC7_TARGETS_1_DN",27,"Up",0.432869356820258,0.932710732762807
"REACTOME_SIGNALLING_TO_ERKS",38,"Up",0.43321921561781,0.932710732762807
"BIOCARTA_AGPCR_PATHWAY",16,"Down",0.43330176618418,0.932710732762807
"HO_LIVER_CANCER_VASCULAR_INVASION",15,"Up",0.433412484950502,0.932710732762807
"REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",32,"Up",0.433605170911327,0.932710732762807
"APRELIKOVA_BRCA1_TARGETS",57,"Up",0.433616108948988,0.932710732762807
"REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION",9,"Down",0.433622661593193,0.932710732762807
"LU_TUMOR_VASCULATURE_DN",17,"Down",0.433625980779432,0.932710732762807
"GOERING_BLOOD_HDL_CHOLESTEROL_QTL_CIS",20,"Up",0.43373043869593,0.932710732762807
"ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP",300,"Up",0.433893601228969,0.932710732762807
"CHOW_RASSF1_TARGETS_DN",40,"Up",0.434006246928441,0.932710732762807
"REACTOME_TRANSPORT_OF_FATTY_ACIDS",4,"Up",0.434063498067339,0.932710732762807
"SUZUKI_CTCFL_TARGETS_UP",13,"Down",0.434357545580903,0.932710732762807
"LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS",28,"Up",0.434394851589585,0.932710732762807
"MIZUSHIMA_AUTOPHAGOSOME_FORMATION",11,"Down",0.434469579599081,0.932710732762807
"YAGI_AML_SURVIVAL",166,"Up",0.434498736718892,0.932710732762807
"ABE_VEGFA_TARGETS_30MIN",36,"Up",0.434698517697522,0.932710732762807
"WANG_THOC1_TARGETS_DN",25,"Up",0.434892256113326,0.932710732762807
"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",1448,"Up",0.434945140335437,0.932710732762807
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN",170,"Down",0.435008370670166,0.932710732762807
"TOMLINS_METASTASIS_UP",19,"Down",0.435116894413496,0.932710732762807
"BIOCARTA_CIRCADIAN_PATHWAY",9,"Down",0.435208745007678,0.932710732762807
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",56,"Down",0.435356141093708,0.932710732762807
"BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_DN",250,"Up",0.435649499302349,0.932710732762807
"REN_ALVEOLAR_RHABDOMYOSARCOMA_DN",588,"Up",0.435819372815657,0.932710732762807
"REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS",11,"Up",0.435908840870859,0.932710732762807
"BIOCARTA_RACCYCD_PATHWAY",38,"Up",0.435973843079019,0.932710732762807
"KARLSSON_TGFB1_TARGETS_DN",291,"Down",0.435973909288152,0.932710732762807
"REACTOME_PINK_PARKIN_MEDIATED_MITOPHAGY",22,"Up",0.436425532592843,0.933315593308068
"MATZUK_MALE_REPRODUCTION_SERTOLI",35,"Up",0.43662051748497,0.933371365424349
"FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN",48,"Up",0.437093628245555,0.934021419058366
"FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP",109,"Down",0.437364406761951,0.934113948720766
"KEGG_GLUTATHIONE_METABOLISM",46,"Up",0.43764226674703,0.934113948720766
"KEGG_ADHERENS_JUNCTION",96,"Down",0.437793486982519,0.934113948720766
"BIOCARTA_DSP_PATHWAY",13,"Down",0.437813088524572,0.934113948720766
"LEIN_MIDBRAIN_MARKERS",119,"Down",0.438165037816086,0.934187308440081
"REACTOME_RHO_GTPASES_ACTIVATE_CIT",25,"Up",0.438413049968707,0.934187308440081
"ANDERSEN_CHOLANGIOCARCINOMA_CLASS1",98,"Up",0.438783945751015,0.934187308440081
"AMIT_EGF_RESPONSE_20_MCF10A",28,"Down",0.43879388939918,0.934187308440081
"VISALA_AGING_LYMPHOCYTE_UP",12,"Up",0.439235300473035,0.934187308440081
"REACTOME_VLDL_ASSEMBLY",5,"Up",0.439268380325944,0.934187308440081
"LEE_LIVER_CANCER_MYC_DN",71,"Down",0.439527567916854,0.934187308440081
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",62,"Down",0.439665086857028,0.934187308440081
"ZHAN_MULTIPLE_MYELOMA_HP_DN",57,"Up",0.439785028443256,0.934187308440081
"NAKAJIMA_MAST_CELL",58,"Up",0.439812555635474,0.934187308440081
"MARCHINI_TRABECTEDIN_RESISTANCE_UP",25,"Up",0.439981658280351,0.934187308440081
"GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_DN",13,"Down",0.440084270027659,0.934187308440081
"BIOCARTA_FMLP_PATHWAY",42,"Down",0.440232505501446,0.934187308440081
"MULLIGHAN_MLL_SIGNATURE_2_UP",549,"Up",0.440257878452575,0.934187308440081
"DISTECHE_ESCAPED_FROM_X_INACTIVATION",25,"Up",0.44038326791285,0.934187308440081
"MARTIN_VIRAL_GPCR_SIGNALING_DN",68,"Up",0.441090771476003,0.934964452615976
"REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS",3,"Up",0.441215903113262,0.934964452615976
"TRAYNOR_RETT_SYNDROM_UP",50,"Down",0.441257200945071,0.934964452615976
"BIDUS_METASTASIS_DN",198,"Down",0.441513234030981,0.935148383003144
"REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION",17,"Down",0.442020857967231,0.935864851006483
"REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM",13,"Up",0.442602549123727,0.936737528325436
"PID_PRL_SIGNALING_EVENTS_PATHWAY",31,"Up",0.44319080892452,0.93714284781386
"MEISSNER_NPC_HCP_WITH_H3K4ME2",607,"Down",0.443338470230354,0.93714284781386
"WALLACE_PROSTATE_CANCER_DN",11,"Down",0.443433065236003,0.93714284781386
"KAYO_CALORIE_RESTRICTION_MUSCLE_UP",153,"Up",0.443472411696208,0.93714284781386
"KEGG_ABC_TRANSPORTERS",39,"Down",0.443834813195448,0.937210849026087
"BASSO_CD40_SIGNALING_UP",131,"Down",0.443843791513078,0.937210849026087
"KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_UP",24,"Down",0.444299266843831,0.93781426607296
"REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE",333,"Up",0.444533622698483,0.937950667824291
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",297,"Up",0.445259567391962,0.93808215323112
"REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN",15,"Up",0.445294652781888,0.93808215323112
"MARSON_BOUND_BY_FOXP3_UNSTIMULATED",1409,"Up",0.445373918988948,0.93808215323112
"PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN",251,"Up",0.445529697817987,0.93808215323112
"PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_UP",5,"Down",0.445638872106212,0.93808215323112
"MATZUK_CENTRAL_FOR_FEMALE_FERTILITY",25,"Down",0.445707406260004,0.93808215323112
"PID_TCR_PATHWAY",88,"Up",0.445784244369331,0.93808215323112
"LIU_BREAST_CANCER",58,"Up",0.44621287208408,0.938604318766619
"MIDORIKAWA_AMPLIFIED_IN_LIVER_CANCER",65,"Down",0.446372086449272,0.938604318766619
"REACTOME_METABOLISM_OF_NITRIC_OXIDE_ENOS_ACTIVATION_AND_REGULATION",26,"Up",0.447167685356064,0.939700547871021
"PID_P38_ALPHA_BETA_PATHWAY",33,"Up",0.447258359037118,0.939700547871021
"MAYBURD_RESPONSE_TO_L663536_DN",85,"Up",0.447462469327237,0.939700547871021
"BOYLAN_MULTIPLE_MYELOMA_D_UP",117,"Down",0.447573623234985,0.939700547871021
"EPPERT_LSC_R",51,"Down",0.448079045420748,0.94011734414621
"BURTON_ADIPOGENESIS_PEAK_AT_2HR",74,"Down",0.448112393138096,0.94011734414621
"DER_IFN_ALPHA_RESPONSE_UP",147,"Down",0.448588076471211,0.940431958990048
"ISSAEVA_MLL2_TARGETS",99,"Down",0.448602722384685,0.940431958990048
"REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY",29,"Down",0.449169497592485,0.940722840761926
"GOUYER_TATI_TARGETS_UP",14,"Up",0.449178266194044,0.940722840761926
"KEGG_PRION_DISEASES",44,"Up",0.449860877202951,0.940722840761926
"BIOCARTA_ARF_PATHWAY",23,"Up",0.449999669358307,0.940722840761926
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS",35,"Up",0.450219296419751,0.940722840761926
"REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION",8,"Up",0.450393909247282,0.940722840761926
"KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_WS",16,"Up",0.450818472432705,0.940722840761926
"SMIRNOV_RESPONSE_TO_IR_6HR_DN",163,"Up",0.450983829003815,0.940722840761926
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",119,"Up",0.451078420275633,0.940722840761926
"ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP",341,"Down",0.451109467053967,0.940722840761926
"DAUER_STAT3_TARGETS_UP",73,"Down",0.451673440252939,0.940722840761926
"NIKOLSKY_BREAST_CANCER_10Q22_AMPLICON",9,"Up",0.451683061207425,0.940722840761926
"HARRIS_BRAIN_CANCER_PROGENITORS",46,"Down",0.451715824466292,0.940722840761926
"SANSOM_APC_MYC_TARGETS",320,"Up",0.451781417358961,0.940722840761926
"PID_VEGFR1_2_PATHWAY",102,"Up",0.452002058273591,0.940722840761926
"REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA",5,"Up",0.452154612614309,0.940722840761926
"PID_P73PATHWAY",94,"Up",0.452194627304534,0.940722840761926
"RODWELL_AGING_KIDNEY_NO_BLOOD_UP",290,"Up",0.45219611466815,0.940722840761926
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_7",96,"Up",0.452254071765418,0.940722840761926
"REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS",8,"Down",0.452790303133116,0.940722840761926
"DAZARD_UV_RESPONSE_CLUSTER_G6",215,"Down",0.452792793648524,0.940722840761926
"REACTOME_HEMOSTASIS",640,"Up",0.452809164283279,0.940722840761926
"REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION",32,"Down",0.452983628398043,0.940722840761926
"REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK",30,"Down",0.453063218062254,0.940722840761926
"KEGG_ARACHIDONIC_ACID_METABOLISM",51,"Down",0.454055706713772,0.940722840761926
"LEIN_CHOROID_PLEXUS_MARKERS",130,"Down",0.454302900652281,0.940722840761926
"HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_UP",24,"Up",0.45460039701137,0.940722840761926
"REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION",7,"Down",0.454726941569883,0.940722840761926
"BIOCARTA_NO1_PATHWAY",40,"Up",0.454913087136819,0.940722840761926
"SILIGAN_BOUND_BY_EWS_FLT1_FUSION",74,"Down",0.455461620116981,0.940722840761926
"REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN",32,"Up",0.45580108540558,0.940722840761926
"BROCKE_APOPTOSIS_REVERSED_BY_IL6",226,"Down",0.455911575445351,0.940722840761926
"XU_CREBBP_TARGETS_DN",64,"Down",0.455935529994865,0.940722840761926
"REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING",25,"Down",0.456627151504724,0.940722840761926
"LOPES_METHYLATED_IN_COLON_CANCER_UP",39,"Down",0.456744453639616,0.940722840761926
"KIM_WT1_TARGETS_DN",642,"Up",0.457084340626293,0.940722840761926
"FUJII_YBX1_TARGETS_UP",61,"Down",0.457230237144105,0.940722840761926
"REACTOME_IRAK1_RECRUITS_IKK_COMPLEX",16,"Up",0.457316721685613,0.940722840761926
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",25,"Down",0.457362400874164,0.940722840761926
"GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_DN",15,"Down",0.457391707860032,0.940722840761926
"BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_DN",60,"Up",0.457421591130209,0.940722840761926
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES",39,"Down",0.45759697842707,0.940722840761926
"REACTOME_SIGNAL_TRANSDUCTION_BY_L1",35,"Up",0.457659580864543,0.940722840761926
"LIM_MAMMARY_LUMINAL_PROGENITOR_UP",66,"Down",0.457744083737998,0.940722840761926
"KORKOLA_EMBRYONAL_CARCINOMA_UP",53,"Up",0.457834738861696,0.940722840761926
"REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES",35,"Down",0.457841538622511,0.940722840761926
"REACTOME_COENZYME_A_BIOSYNTHESIS",8,"Down",0.457850356494883,0.940722840761926
"LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP",10,"Down",0.457876742745706,0.940722840761926
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",82,"Up",0.457904133965405,0.940722840761926
"REACTOME_HSF1_DEPENDENT_TRANSACTIVATION",55,"Up",0.458072491762479,0.940722840761926
"REACTOME_RA_BIOSYNTHESIS_PATHWAY",22,"Down",0.458246062129599,0.940722840761926
"SWEET_KRAS_TARGETS_DN",99,"Up",0.458413997479181,0.940722840761926
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS",14,"Up",0.458476309686661,0.940722840761926
"KORKOLA_YOLK_SAC_TUMOR",106,"Down",0.458543447191071,0.940722840761926
"REN_ALVEOLAR_RHABDOMYOSARCOMA_UP",135,"Down",0.459109501032801,0.940722840761926
"OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN",386,"Down",0.459339601166583,0.940722840761926
"REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS",56,"Up",0.459372046518683,0.940722840761926
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN",14,"Up",0.459383621035958,0.940722840761926
"GUILLAUMOND_KLF10_TARGETS_DN",39,"Up",0.459447041597061,0.940722840761926
"NADLER_OBESITY_DN",70,"Up",0.459538186828421,0.940722840761926
"KERLEY_RESPONSE_TO_CISPLATIN_DN",6,"Up",0.45978610302773,0.940722840761926
"MCCLUNG_COCAIN_REWARD_4WK",91,"Down",0.459951342830821,0.940722840761926
"ALCALAY_AML_BY_NPM1_LOCALIZATION_UP",225,"Up",0.459990091118848,0.940722840761926
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_PURPLE_DN",19,"Up",0.460077756652353,0.940722840761926
"REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS",11,"Up",0.460454475083758,0.940722840761926
"PID_INSULIN_PATHWAY",54,"Down",0.460995590882715,0.940722840761926
"ROY_WOUND_BLOOD_VESSEL_UP",81,"Up",0.461326844168123,0.940722840761926
"REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS",29,"Up",0.461424667605089,0.940722840761926
"GAVIN_FOXP3_TARGETS_CLUSTER_P7",143,"Down",0.461486320859006,0.940722840761926
"REACTOME_SIGNALING_BY_EGFR_IN_CANCER",34,"Up",0.461573510660762,0.940722840761926
"REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL",18,"Up",0.461651835183696,0.940722840761926
"SMITH_LIVER_CANCER",65,"Down",0.461743297624421,0.940722840761926
"LI_WILMS_TUMOR_ANAPLASTIC_DN",16,"Down",0.461903999891651,0.940722840761926
"REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY",42,"Up",0.4620185992143,0.940722840761926
"KANG_IMMORTALIZED_BY_TERT_DN",154,"Down",0.462154825507013,0.940722840761926
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",16,"Down",0.462251027575234,0.940722840761926
"HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_UP",37,"Down",0.462272090564342,0.940722840761926
"BIOCARTA_PPARA_PATHWAY",68,"Down",0.462277979595355,0.940722840761926
"REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN",15,"Up",0.462320307361675,0.940722840761926
"WATANABE_COLON_CANCER_MSI_VS_MSS_DN",63,"Down",0.462580658921102,0.940722840761926
"WALLACE_JAK2_TARGETS_UP",27,"Up",0.462611908302954,0.940722840761926
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES",34,"Up",0.46297380884621,0.940722840761926
"NABA_ECM_REGULATORS",175,"Up",0.463173393496764,0.940722840761926
"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R",53,"Down",0.463242362555567,0.940722840761926
"REACTOME_SIGNALING_BY_PDGF",72,"Up",0.463418138353596,0.940722840761926
"PID_HES_HEY_PATHWAY",66,"Down",0.463441574457912,0.940722840761926
"BENPORATH_SOX2_TARGETS",1009,"Up",0.463551989756555,0.940722840761926
"REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL",15,"Down",0.464268705997196,0.941492706249958
"ZHU_CMV_24_HR_DN",135,"Up",0.46432390702214,0.941492706249958
"PID_TCR_JNK_PATHWAY",20,"Down",0.464442475070103,0.941492706249958
"VERRECCHIA_RESPONSE_TO_TGFB1_C4",45,"Up",0.464937833820153,0.942151254011796
"MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER",72,"Up",0.465390257429592,0.94261201204502
"REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION",12,"Down",0.465625267554596,0.94261201204502
"PID_AVB3_INTEGRIN_PATHWAY",100,"Up",0.465676944061329,0.94261201204502
"MARSON_BOUND_BY_FOXP3_STIMULATED",1178,"Up",0.466201785570837,0.942803955762906
"TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN",116,"Up",0.466247155917181,0.942803955762906
"LAU_APOPTOSIS_CDKN2A_UP",64,"Up",0.466283606786106,0.942803955762906
"REACTOME_PURINE_CATABOLISM",21,"Up",0.466878200521116,0.943058581990605
"TERAO_AOX4_TARGETS_HG_DN",6,"Down",0.466921342552328,0.943058581990605
"BIOCARTA_NOS1_PATHWAY",21,"Up",0.4669215129074,0.943058581990605
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN",168,"Down",0.467548031392335,0.943186397043724
"MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3",189,"Down",0.467611087247233,0.943186397043724
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN",511,"Down",0.467753023793826,0.943186397043724
"REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS",40,"Down",0.467878549878082,0.943186397043724
